Region,Year,Chinook,Sockeye,Coho,Pink,Chum,All,notesRegCode
PWS,1912,0,48,16,402,0,465,
PWS,1913,1,75,0,426,0,502,
PWS,1914,0,72,13,225,0,310,
PWS,1915,0,52,7,449,2,510,
PWS,1916,0,72,48,3270,46,3436,
PWS,1917,0,222,45,2591,370,3228,
PWS,1918,1,249,100,4303,1342,5994,
PWS,1919,7,153,73,1008,559,1799,
PWS,1920,6,130,89,5315,261,5801,
PWS,1921,0,93,9,13,3,118,
PWS,1922,0,141,9,2421,51,2622,
PWS,1923,1,170,27,2447,112,2756,
PWS,1924,1,158,69,8396,385,9010,
PWS,1925,3,97,84,4085,781,5050,
PWS,1926,2,157,79,11154,587,11979,
PWS,1927,3,118,259,6125,655,7160,
PWS,1928,4,183,190,8034,468,8880,
PWS,1929,1,265,66,9614,1282,11228,
PWS,1930,2,207,108,6777,980,8074,
PWS,1931,2,159,55,4860,560,5636,
PWS,1932,8,256,100,3466,351,4181,
PWS,1933,4,107,76,3030,286,3502,
PWS,1934,4,144,100,6789,261,7298,
PWS,1935,3,175,34,2618,471,3301,
PWS,1936,3,153,44,9581,219,10000,
PWS,1937,2,108,60,3332,227,3730,
PWS,1938,1,116,53,7546,250,7966,
PWS,1939,2,121,36,2075,273,2507,
PWS,1940,1,76,90,11543,532,12242,
PWS,1941,0,75,48,3775,507,4405,
PWS,1942,1,97,64,7002,702,7866,
PWS,1943,0,165,73,10814,476,11529,
PWS,1944,1,141,65,8347,1209,9763,
PWS,1945,0,176,44,11632,1754,13606,
PWS,1946,2,111,159,8026,757,9055,
PWS,1947,1,199,66,8077,706,9050,
PWS,1948,0,208,35,2461,458,3162,
PWS,1949,1,93,116,6089,828,7127,
PWS,1950,1,75,74,1851,456,2456,
PWS,1951,4,208,48,803,549,1611,
PWS,1952,0,74,51,2162,550,2837,
PWS,1953,0,49,37,1996,353,2435,
PWS,1954,0,6,0,12,6,25,Eshamy District only
PWS,1955,0,13,1,27,5,45,Eshamy District only
PWS,1956,0,156,35,4525,507,5224,
PWS,1957,1,66,21,649,706,1443,
PWS,1958,12,14,23,6290,687,7026,
PWS,1959,1,0,1,0,0,3,
PWS,1960,2,35,31,1842,382,2291,
PWS,1961,0,69,11,2298,224,2603,
PWS,1962,2,54,32,6742,892,7722,
PWS,1963,2,60,49,5295,943,6350,
PWS,1964,0,67,31,4207,539,4844,
PWS,1965,1,116,45,2460,201,2824,
PWS,1966,1,100,24,2699,427,3250,
PWS,1967,4,46,41,2626,274,2990,
PWS,1968,2,122,12,2452,343,2930,
PWS,1969,3,285,8,4829,321,5446,
PWS,1970,1,104,12,2810,231,3157,
PWS,1971,4,88,32,7311,574,8009,
PWS,1972,1,198,3,55,45,301,
PWS,1973,2,125,2,2057,730,2915,
PWS,1974,2,130,1,449,89,670,
PWS,1975,3,190,6,4453,100,4752,
PWS,1976,1,113,6,3019,370,3509,
PWS,1977,1,310,1,4512,573,5397,
PWS,1978,1,222,1,2914,485,3623,
PWS,1979,2,150,7,15630,326,16116,
PWS,1980,0,190,3,14157,482,14832,
PWS,1981,0,251,4,20524,1879,22659,
PWS,1982,0,1055,30,20368,1334,22787,
PWS,1983,1,102,10,13972,1042,15127,
PWS,1984,1,336,29,21561,1238,23164,
PWS,1985,1,496,18,25110,1282,26907,
PWS,1986,1,489,14,11408,1687,13600,
PWS,1987,1,545,48,29337,1940,31872,
PWS,1988,1,184,76,11829,1840,13930,
PWS,1989,1,138,203,21860,996,23198,
PWS,1990,0,58,234,44163,960,45416,
PWS,1991,0,508,145,37134,332,38120,
PWS,1992,1,781,202,8635,329,9949,
PWS,1993,2,419,48,5751,1173,7394,
PWS,1994,1,334,122,36874,1039,38370,
PWS,1995,1,230,140,16045,702,17119,
PWS,1996,1,606,172,26042,2078,28899,
PWS,1997,1,1167,64,25828,2225,29286,
CKI,1893,30,170,34,0,0,234,
CKI,1894,16,407,19,0,0,441,
CKI,1895,25,324,0,0,0,349,
CKI,1896,18,310,28,38,0,393,
CKI,1897,14,355,28,0,0,397,
CKI,1898,16,551,83,0,0,651,
CKI,1899,17,559,55,0,0,631,
CKI,1900,27,585,20,0,0,632,
CKI,1901,34,482,9,6,0,531,
CKI,1902,49,710,55,79,0,893,
CKI,1903,66,564,59,0,0,689,
CKI,1904,30,489,24,0,0,543,
CKI,1905,18,96,0,0,0,113,
CKI,1906,22,226,93,64,0,406,
CKI,1907,63,461,177,6,0,707,
CKI,1908,34,671,95,375,0,1175,
CKI,1909,60,583,88,4,0,734,
CKI,1910,49,840,80,218,1,1188,
CKI,1911,56,1249,88,71,1,1464,
CKI,1912,48,1195,71,1662,122,3097,
CKI,1913,64,1369,81,11,11,1536,
CKI,1914,48,1473,188,1256,40,3004,
CKI,1915,84,1861,122,19,28,2114,
CKI,1916,63,1699,210,1683,128,3783,
CKI,1917,65,1660,61,54,78,1919,
CKI,1918,35,1668,251,721,108,2784,
CKI,1919,24,944,173,43,54,1238,
CKI,1920,40,1315,302,446,98,2200,
CKI,1921,14,984,21,5,42,1065,
CKI,1922,31,860,200,637,74,1803,
CKI,1923,30,1099,143,39,23,1335,
CKI,1924,27,1056,188,752,37,2060,
CKI,1925,51,1511,198,12,15,1787,
CKI,1926,76,2000,353,586,118,3133,
CKI,1927,87,1459,388,252,59,2245,
CKI,1928,70,1173,523,568,101,2434,Estimated from canned; excludes Resurrection Bay
CKI,1929,68,1050,185,377,135,1814,Estimated from canned; excludes Resurrection Bay
CKI,1930,72,918,498,1023,100,2611,Estimated from canned; excludes Resurrection Bay
CKI,1931,51,806,328,472,63,1720,Estimated from canned production
CKI,1932,71,1132,375,441,65,2084,Estimated from canned production
CKI,1933,59,1336,188,118,57,1759,Estimated from canned production
CKI,1934,72,1815,251,930,91,3160,Estimated from canned production
CKI,1935,75,1356,170,431,161,2193,No Resurrection Bay fishery
CKI,1936,81,2390,328,853,265,3918,No Resurrection Bay fishery
CKI,1937,86,1581,216,488,149,2519,Resurrection bay contribution estimated from canned production
CKI,1938,58,2425,214,849,191,3737,Resurrection bay contribution estimated from canned production
CKI,1939,53,2335,163,319,232,3102,Resurrection bay contribution estimated from canned production
CKI,1940,63,1649,478,2604,281,5075,Estimated from canned production
CKI,1941,105,1293,359,715,272,2745,
CKI,1942,95,1540,645,966,401,3647,
CKI,1943,111,1468,280,1457,302,3619,
CKI,1944,85,1940,257,1815,259,4356,
CKI,1945,69,1557,330,1368,306,3630,
CKI,1946,64,1474,581,1339,384,3842,
CKI,1947,107,1474,444,682,279,2986,
CKI,1948,106,2035,408,1660,439,4649,
CKI,1949,111,2153,280,433,239,3216,
CKI,1950,163,2642,351,1132,464,4752,
CKI,1951,188,2481,285,417,292,3663,
CKI,1952,75,1510,234,2277,451,4546,
CKI,1953,89,1490,228,550,537,2894,
CKI,1954,65,1247,337,2460,776,4884,
CKI,1955,46,1064,180,1286,317,2894,
CKI,1956,65,1295,208,1803,870,4242,
CKI,1957,43,671,127,307,1208,2355,
CKI,1958,23,497,242,2598,596,3956,
CKI,1959,33,634,113,137,411,1328,
CKI,1960,28,948,314,2023,776,4089,
CKI,1961,20,1185,119,337,405,2067,
CKI,1962,20,1173,358,4960,1150,7661,
CKI,1963,18,958,204,234,526,1939,
CKI,1964,5,991,462,4287,1402,7147,
CKI,1965,10,1426,154,140,345,2075,
CKI,1966,10,1867,295,2586,661,5419,
CKI,1967,8,1409,180,408,382,2388,
CKI,1968,5,1200,475,2864,1194,5738,
CKI,1969,12,815,101,236,331,1496,
CKI,1970,8,753,279,1386,999,3426,
CKI,1971,20,659,104,428,476,1687,
CKI,1972,16,938,82,657,706,2399,
CKI,1973,5,699,106,634,783,2228,
CKI,1974,7,525,206,534,416,1688,
CKI,1975,5,713,234,1400,973,3325,
CKI,1976,11,1722,212,1393,521,3859,
CKI,1977,15,2154,196,1846,1380,5591,
CKI,1978,19,2778,226,2041,645,5709,
CKI,1979,15,989,285,3052,873,5214,
CKI,1980,14,1643,286,2676,463,5082,
CKI,1981,13,1550,495,3406,1170,6634,
CKI,1982,22,3391,841,1342,1632,7228,
CKI,1983,22,5237,528,998,1307,8092,
CKI,1984,11,2376,467,1318,773,4945,
CKI,1985,25,4339,678,1318,803,7162,
CKI,1986,40,5030,777,2710,1229,9786,
CKI,1987,41,9718,466,311,511,11046,
CKI,1988,31,7165,571,1396,1037,10199,
CKI,1989,29,5185,353,1365,139,7070,
CKI,1990,18,3820,512,988,362,5698,
CKI,1991,15,2508,447,843,305,4118,
CKI,1992,20,9301,475,1176,298,11270,
CKI,1993,23,5004,321,968,139,6455,
CKI,1994,21,3706,600,2172,334,6833,
CKI,1995,22,3243,466,2982,577,7289,
CKI,1996,15,4376,336,696,167,5590,
CKI,1997,15,4450,164,2886,110,7624,
BRB,1884,0,0,0,0,0,4,Estimated from canned production
BRB,1885,0,0,0,0,0,146,Estimated from canned production
BRB,1886,0,0,0,0,0,509,Estimated from canned production
BRB,1887,0,0,0,0,0,758,Estimated from canned production
BRB,1888,0,0,0,0,0,937,Estimated from canned production
BRB,1889,0,0,0,0,0,1210,Estimated from canned production
BRB,1890,0,0,0,0,0,1235,Estimated from canned production
BRB,1891,0,0,0,0,0,1391,Estimated from canned production
BRB,1892,0,0,0,0,0,662,Estimated from canned production
BRB,1893,44,940,74,0,0,1058,
BRB,1894,11,1235,47,0,0,1293,
BRB,1895,20,1472,28,0,0,1520,
BRB,1896,17,2100,245,0,0,2362,
BRB,1897,20,3318,150,35,0,3523,
BRB,1898,19,4928,56,60,0,5063,
BRB,1899,38,5113,100,17,0,5268,
BRB,1900,58,8547,0,8,0,8613,
BRB,1901,106,10221,4,231,0,10562,
BRB,1902,109,12809,194,502,0,13614,
BRB,1903,87,16320,60,242,0,16708,
BRB,1904,98,11903,129,398,37,12566,
BRB,1905,117,14834,78,291,59,15379,
BRB,1906,143,10823,207,1902,254,13329,
BRB,1907,138,10193,129,344,509,11313,
BRB,1908,90,16234,103,399,460,17286,
BRB,1909,130,15498,81,101,378,16188,
BRB,1910,102,11594,139,652,310,12797,
BRB,1911,113,8815,130,92,348,9498,
BRB,1912,98,19696,195,1681,355,22024,
BRB,1913,74,20582,67,425,285,21433,
BRB,1914,101,20195,99,565,567,21527,
BRB,1915,148,14788,130,135,593,15794,
BRB,1916,105,17522,293,684,1490,20094,
BRB,1917,91,24514,62,37,356,25060,
BRB,1918,87,23091,109,619,746,24651,
BRB,1919,202,7161,47,0,204,7615,
BRB,1920,127,8898,153,2045,434,11658,
BRB,1921,92,15680,85,1,355,16213,
BRB,1922,74,23632,160,290,516,24672,
BRB,1923,67,18182,9,0,185,18443,
BRB,1924,72,10302,40,103,285,10803,
BRB,1925,97,7910,17,0,232,8255,
BRB,1926,75,19414,13,288,326,20116,
BRB,1927,84,11072,0,0,196,11352,
BRB,1928,66,19710,5,47,397,20224,
BRB,1929,151,12189,59,0,622,13019,
BRB,1930,105,4259,34,249,227,4874,
BRB,1931,47,12791,1,0,636,13474,
BRB,1932,68,14940,5,172,909,16093,
BRB,1933,49,23709,16,0,256,24030,
BRB,1934,46,20601,12,33,332,21024,
BRB,1935,4,3023,2,0,72,3101,
BRB,1936,22,20587,24,524,259,21416,
BRB,1937,37,21258,2,0,302,21598,
BRB,1938,46,24700,5,0,545,25296,
BRB,1939,33,13332,0,0,935,14301,
BRB,1940,15,4727,25,258,293,5318,
BRB,1941,31,7154,35,0,524,7743,
BRB,1942,19,6343,29,172,169,6733,
BRB,1943,41,17330,2,0,377,17750,
BRB,1944,16,11546,25,55,315,11957,
BRB,1945,27,7300,16,0,635,7979,
BRB,1946,27,8051,51,41,236,8407,
BRB,1947,42,18642,10,0,216,18909,
BRB,1948,49,14544,12,53,497,15155,
BRB,1949,51,6449,26,0,269,6796,
BRB,1950,45,7157,29,32,146,7410,
BRB,1951,40,4327,42,0,157,4566,
BRB,1952,53,11266,5,14,249,11588,
BRB,1953,43,6112,5,0,387,6546,
BRB,1954,56,4653,24,103,401,5236,
BRB,1955,75,4549,21,0,212,4858,
BRB,1956,66,8881,63,92,316,9419,
BRB,1957,91,6276,69,0,259,6695,
BRB,1958,103,2986,136,1136,358,4718,
BRB,1959,84,4608,17,0,482,5192,
BRB,1960,112,13705,16,302,1316,15451,
BRB,1961,89,11914,21,1,728,12752,
BRB,1962,84,4718,39,914,678,6433,
BRB,1963,62,2871,41,0,370,3345,
BRB,1964,140,5596,37,1550,803,8124,
BRB,1965,113,24255,8,1,361,24738,
BRB,1966,77,9314,34,2493,343,12262,
BRB,1967,117,4331,54,1,476,4979,
BRB,1968,104,2793,93,1936,364,5290,
BRB,1969,125,6617,81,2,392,7216,
BRB,1970,140,20354,15,457,857,21823,
BRB,1971,123,9584,13,0,832,10552,
BRB,1972,70,2825,15,127,418,3454,
BRB,1973,44,761,57,0,1063,1926,
BRB,1974,46,1362,44,940,913,3305,
BRB,1975,30,4899,46,0,888,5864,
BRB,1976,96,5617,27,1037,1489,8265,
BRB,1977,131,4878,107,5,1791,6911,
BRB,1978,192,9928,94,5160,1270,16643,
BRB,1979,208,20737,74,4,941,21963,
BRB,1980,95,22373,348,2565,1650,27032,
BRB,1981,237,25603,314,7,2182,28344,
BRB,1982,253,15103,620,1492,1239,18707,
BRB,1983,199,37372,128,0,1632,39331,
BRB,1984,102,24710,575,3366,2023,30776,
BRB,1985,120,23703,163,0,1068,25055,
BRB,1986,94,15776,182,401,1227,17680,
BRB,1987,75,16069,65,0,1529,17739,
BRB,1988,45,13990,203,956,1470,16663,
BRB,1989,40,28735,240,0,1259,30274,
BRB,1990,34,33444,103,497,1055,35134,
BRB,1991,30,25821,118,0,1290,27259,
BRB,1992,69,31880,192,500,921,33560,
BRB,1993,86,40463,73,0,838,41460,
BRB,1994,141,35224,175,90,895,36525,
BRB,1995,99,44269,49,0,980,45398,
BRB,1996,87,29592,125,38,827,30668,
BRB,1997,77,12159,50,0,318,12604,
KSK,1913,8,0,0,0,0,8,
KSK,1914,0,3,0,0,0,3,
KSK,1915,0,0,0,0,0,0,No reported catch
KSK,1916,1,0,0,0,0,1,
KSK,1917,8,0,0,0,0,8,
KSK,1918,3,0,0,0,0,3,
KSK,1919,5,0,0,0,0,5,
KSK,1920,35,0,0,0,0,35,
KSK,1921,10,0,0,0,0,10,
KSK,1922,9,6,0,0,0,15,
KSK,1923,7,0,0,0,0,7,
KSK,1924,19,1,7,0,7,34,
KSK,1925,2,6,0,0,0,8,
KSK,1926,0,0,0,0,0,0,No reported catch
KSK,1927,0,0,0,0,0,0,No reported catch
KSK,1928,0,0,0,0,0,0,No reported catch
KSK,1929,0,0,0,0,0,0,No reported catch
KSK,1930,8,2,0,0,0,10,
KSK,1931,9,0,0,0,0,9,
KSK,1932,9,0,0,0,0,9,
KSK,1933,0,0,0,0,0,0,No reported catch
KSK,1934,0,0,0,0,0,0,No reported catch
KSK,1935,6,0,8,0,0,15,
KSK,1936,1,0,0,0,0,1,
KSK,1937,0,0,0,0,0,0,
KSK,1938,1,0,1,0,0,1,
KSK,1939,0,0,0,0,0,0,
KSK,1940,0,0,1,0,0,1,
KSK,1941,0,0,1,0,0,1,
KSK,1942,0,0,0,0,0,0,No reported catch
KSK,1943,0,0,0,0,0,0,No reported catch
KSK,1944,0,0,0,0,0,0,No reported catch
KSK,1945,0,0,0,0,0,0,No reported catch
KSK,1946,2,0,1,0,0,3,
KSK,1947,5,0,0,0,0,5,
KSK,1948,0,0,0,0,0,0,No reported catch
KSK,1949,0,0,0,0,0,0,No reported catch
KSK,1950,0,0,0,0,0,0,No reported catch
KSK,1951,4,0,0,0,0,4,
KSK,1952,0,0,0,0,0,0,No reported catch
KSK,1953,0,0,0,0,0,0,No reported catch
KSK,1954,0,0,0,0,0,0,
KSK,1955,0,0,0,0,0,0,No reported catch
KSK,1956,0,0,0,0,0,0,No reported catch
KSK,1957,0,0,0,0,0,0,No reported catch
KSK,1958,0,0,0,0,0,0,No reported catch
KSK,1959,4,0,0,0,0,4,
KSK,1960,6,6,5,0,0,17,
KSK,1961,23,2,5,0,19,50,
KSK,1962,21,10,13,4,46,94,
KSK,1963,19,0,16,0,0,35,
KSK,1964,21,13,29,1,1,65,
KSK,1965,24,2,12,0,4,43,
KSK,1966,26,1,23,0,3,53,
KSK,1967,30,1,58,0,8,97,
KSK,1968,43,6,154,76,20,299,
KSK,1969,22,11,29,1,43,107,
KSK,1970,27,13,25,27,60,153,
KSK,1971,7,4,5,0,31,47,
KSK,1972,57,4,24,2,97,184,
KSK,1973,51,5,152,1,185,394,
KSK,1974,31,28,179,60,194,492,
KSK,1975,28,18,110,1,224,379,
KSK,1976,50,16,112,40,233,452,
KSK,1977,59,20,264,1,299,642,
KSK,1978,64,16,252,309,313,954,
KSK,1979,8,705,406,1,182,1302,
KSK,1980,49,43,328,30,559,1008,
KSK,1981,79,106,278,0,483,947,
KSK,1982,78,96,570,18,323,1086,
KSK,1983,81,89,199,0,295,665,
KSK,1984,74,81,830,24,489,1498,
KSK,1985,74,121,382,0,225,802,
KSK,1986,45,142,736,31,349,1304,
KSK,1987,65,171,479,0,602,1317,
KSK,1988,75,150,626,38,1447,2336,
KSK,1989,67,83,556,1,802,1509,
KSK,1990,85,204,445,16,523,1273,
KSK,1991,48,203,558,1,503,1313,
KSK,1992,68,194,783,86,449,1579,
KSK,1993,29,172,695,0,103,999,
KSK,1994,29,194,864,85,373,1545,
KSK,1995,73,200,562,0,723,1559,
KSK,1996,23,123,1102,2,296,1544,
KSK,1997,48,124,168,0,68,407,
YUK,1918,12,0,26,26,74,112,
YUK,1919,105,0,37,37,328,470,
YUK,1920,58,0,0,0,156,214,
YUK,1921,70,0,1,1,111,182,
YUK,1922,17,0,0,0,0,17,
YUK,1923,13,0,0,0,0,13,
YUK,1924,27,0,0,0,0,27,
YUK,1925,0,0,0,0,0,0,No reported catch
YUK,1926,0,0,0,0,0,0,No reported catch
YUK,1927,0,0,0,0,0,0,No reported catch
YUK,1928,0,0,0,0,0,0,No reported catch
YUK,1929,0,0,0,0,0,0,No reported catch
YUK,1930,0,0,0,0,0,0,No reported catch
YUK,1931,0,0,0,0,0,0,No reported catch
YUK,1932,5,0,0,0,0,5,
YUK,1933,9,0,0,0,0,9,
YUK,1934,25,0,0,0,0,25,
YUK,1935,7,0,0,0,0,7,
YUK,1936,21,0,0,0,0,21,
YUK,1937,6,0,0,0,0,6,
YUK,1938,14,0,0,0,0,14,
YUK,1939,10,0,0,0,0,10,
YUK,1940,18,0,0,0,0,18,
YUK,1941,30,0,0,0,0,30,
YUK,1942,22,0,0,0,0,22,
YUK,1943,28,0,0,0,0,28,
YUK,1944,14,0,0,0,0,14,
YUK,1945,20,0,0,0,0,20,
YUK,1946,23,0,0,0,0,23,
YUK,1947,54,0,0,0,0,54,
YUK,1948,34,0,0,0,0,34,
YUK,1949,36,0,0,0,0,36,
YUK,1950,42,0,0,0,0,42,
YUK,1951,56,0,0,0,0,56,
YUK,1952,39,0,11,11,0,50,
YUK,1953,59,0,0,0,6,65,
YUK,1954,65,0,0,0,14,79,
YUK,1955,56,0,0,0,0,56,
YUK,1956,62,0,0,0,11,73,
YUK,1957,64,0,0,0,0,64,
YUK,1958,64,0,0,0,0,64,
YUK,1959,78,0,0,0,0,78,
YUK,1960,68,0,0,0,0,68,
YUK,1961,120,0,3,3,42,165,
YUK,1962,95,0,23,23,54,172,
YUK,1963,117,0,6,6,0,123,
YUK,1964,94,0,2,2,8,104,
YUK,1965,118,0,1,1,23,142,
YUK,1966,93,0,19,19,71,184,
YUK,1967,129,0,11,11,49,190,
YUK,1968,107,0,13,13,67,187,
YUK,1969,134,0,97,97,201,432,
YUK,1970,117,1,50,50,348,517,
YUK,1971,148,3,17,0,359,527,
YUK,1972,93,0,22,0,288,403,
YUK,1973,75,0,37,0,518,630,
YUK,1974,98,0,16,0,868,982,
YUK,1975,64,0,3,0,985,1052,
YUK,1976,88,0,5,0,757,850,
YUK,1977,96,0,39,0,792,927,
YUK,1978,99,0,26,0,1286,1412,
YUK,1979,128,0,17,0,1139,1284,
YUK,1980,154,0,9,0,1222,1385,
YUK,1981,158,0,24,0,1473,1655,
YUK,1982,124,0,37,0,686,846,
YUK,1983,106,0,13,0,966,1086,
YUK,1984,120,0,82,0,797,999,
YUK,1985,144,0,57,0,761,962,
YUK,1986,100,0,47,0,861,1008,
YUK,1987,132,0,0,0,442,574,
YUK,1988,101,0,98,1,1310,1510,
YUK,1989,102,0,85,0,1253,1441,
YUK,1990,96,0,44,1,444,585,
YUK,1991,102,0,106,0,586,794,
YUK,1992,120,0,8,0,351,479,
YUK,1993,96,0,0,0,98,194,
YUK,1994,115,0,6,0,97,218,
YUK,1995,92,0,54,0,249,395,
YUK,1996,112,0,35,0,153,300,
NRS,1961,5,0,14,34,48,102,
NRS,1962,7,0,9,33,183,232,
NRS,1963,7,0,17,56,155,234,
NRS,1964,2,0,0,13,145,160,
NRS,1965,1,0,2,0,37,40,
NRS,1966,2,0,6,13,80,100,
NRS,1967,2,0,2,29,42,75,
NRS,1968,1,0,7,71,45,124,
NRS,1969,2,0,7,87,82,179,
NRS,1970,2,0,4,64,107,178,
NRS,1971,3,0,3,5,131,142,
NRS,1972,3,0,0,45,101,149,
NRS,1973,2,0,9,48,124,183,
NRS,1974,3,0,2,149,164,317,
NRS,1975,2,0,5,32,213,252,
NRS,1976,2,0,7,88,96,193,
NRS,1977,5,0,4,49,200,257,
NRS,1978,10,0,7,326,189,532,
NRS,1979,11,0,31,165,138,345,
NRS,1980,6,0,30,227,181,444,
NRS,1981,8,0,31,230,170,439,
NRS,1982,6,0,92,225,183,506,
NRS,1983,10,0,50,76,319,455,
NRS,1984,8,0,68,118,146,341,
NRS,1985,19,0,22,4,135,180,
NRS,1986,6,0,36,41,147,230,
NRS,1987,7,0,24,2,103,136,
NRS,1988,4,1,37,75,107,224,
NRS,1989,6,0,44,0,43,93,
NRS,1990,9,0,57,0,65,131,
NRS,1991,6,0,64,0,87,157,
NRS,1992,5,0,105,6,83,200,
NRS,1993,9,0,43,163,54,270,
NRS,1994,5,0,102,982,18,1108,
NRS,1995,9,0,48,82,43,181,
NRS,1996,0,0,70,487,5,563,
NRS,1997,13,0,32,0,34,79,
KTZ,1914,0,0,0,0,9,9,Estimated from canned production
KTZ,1915,0,0,0,0,5,5,Estimated from canned production
KTZ,1916,0,0,0,0,19,19,Estimated from canned production
KTZ,1917,0,0,0,0,45,45,Estimated from canned production
KTZ,1918,0,0,0,0,27,27,Estimated from canned production
KTZ,1919,0,0,0,0,0,0,No reported catch
KTZ,1920,0,0,0,0,0,0,No reported catch
KTZ,1921,0,0,0,0,0,0,No reported catch
KTZ,1922,0,0,0,0,0,0,No reported catch
KTZ,1923,0,0,0,0,0,0,No reported catch
KTZ,1924,0,0,0,0,0,0,No reported catch
KTZ,1925,0,0,0,0,0,0,No reported catch
KTZ,1926,0,0,0,0,0,0,No reported catch
KTZ,1927,0,0,0,0,0,0,No reported catch
KTZ,1928,0,0,0,0,0,0,No reported catch
KTZ,1929,0,0,0,0,0,0,No reported catch
KTZ,1930,0,0,0,0,0,0,No reported catch
KTZ,1931,0,0,0,0,0,0,No reported catch
KTZ,1932,0,0,0,0,0,0,No reported catch
KTZ,1933,0,0,0,0,0,0,No reported catch
KTZ,1934,0,0,0,0,0,0,No reported catch
KTZ,1935,0,0,0,0,0,0,No reported catch
KTZ,1936,0,0,0,0,0,0,No reported catch
KTZ,1937,0,0,0,0,0,0,No reported catch
KTZ,1938,0,0,0,0,0,0,No reported catch
KTZ,1939,0,0,0,0,0,0,No reported catch
KTZ,1940,0,0,0,0,0,0,No reported catch
KTZ,1941,0,0,0,0,0,0,No reported catch
KTZ,1942,0,0,0,0,0,0,No reported catch
KTZ,1943,0,0,0,0,0,0,No reported catch
KTZ,1944,0,0,0,0,0,0,No reported catch
KTZ,1945,0,0,0,0,0,0,No reported catch
KTZ,1946,0,0,0,0,0,0,No reported catch
KTZ,1947,0,0,0,0,0,0,No reported catch
KTZ,1948,0,0,0,0,0,0,No reported catch
KTZ,1949,0,0,0,0,0,0,No reported catch
KTZ,1950,0,0,0,0,0,0,No reported catch
KTZ,1951,0,0,0,0,0,0,No reported catch
KTZ,1952,0,0,0,0,0,0,No reported catch
KTZ,1953,0,0,0,0,0,0,No reported catch
KTZ,1954,0,0,0,0,0,0,No reported catch
KTZ,1955,0,0,0,0,0,0,No reported catch
KTZ,1956,0,0,0,0,0,0,No reported catch
KTZ,1957,0,0,0,0,0,0,No reported catch
KTZ,1958,0,0,0,0,0,0,No reported catch
KTZ,1959,0,0,0,0,0,0,No reported catch
KTZ,1960,0,0,0,0,0,0,No reported catch
KTZ,1961,0,0,0,0,0,0,No reported catch
KTZ,1962,0,0,0,0,130,130,
KTZ,1963,0,0,0,0,54,55,
KTZ,1964,0,0,0,0,76,77,
KTZ,1965,0,0,0,0,40,40,
KTZ,1966,0,0,0,0,32,32,Sockeye and pink and 9922 chum from Port Clarence area
KTZ,1967,0,0,0,0,29,29,
KTZ,1968,0,0,0,0,30,30,
KTZ,1969,0,0,0,0,59,59,
KTZ,1970,0,0,0,0,159,159,
KTZ,1971,0,0,0,0,155,155,
KTZ,1972,0,0,0,0,170,170,
KTZ,1973,0,0,0,0,379,379,
KTZ,1974,0,0,0,0,627,627,
KTZ,1975,0,0,0,0,564,564,
KTZ,1976,0,0,0,0,160,160,
KTZ,1977,0,0,0,0,193,193,
KTZ,1978,0,0,0,7,112,119,
KTZ,1979,0,0,0,1,142,142,
KTZ,1980,0,0,0,2,366,368,
KTZ,1981,0,0,0,0,677,678,
KTZ,1982,0,0,0,0,416,416,
KTZ,1983,0,0,0,0,176,176,
KTZ,1984,0,0,0,0,320,320,
KTZ,1985,0,0,0,0,521,521,
KTZ,1986,0,0,0,0,261,262,
KTZ,1987,0,0,0,0,109,110,
KTZ,1988,0,0,0,0,353,353,
KTZ,1989,0,0,0,0,256,256,
KTZ,1990,0,0,0,0,164,164,
KTZ,1991,0,0,0,0,240,240,
KTZ,1992,0,0,0,0,289,289,
KTZ,1993,0,0,0,0,71,71,
KTZ,1994,0,0,0,0,149,149,
KTZ,1995,0,0,0,0,80,80,
KTZ,1996,0,0,0,0,143,143,
KOD,1882,0,59,0,0,0,59,
KOD,1883,0,189,0,0,0,189,
KOD,1884,0,282,0,0,0,282,
KOD,1885,0,469,0,0,0,469,
KOD,1886,0,646,0,0,0,646,
KOD,1887,0,1005,0,0,0,1005,
KOD,1888,0,2781,0,0,0,2781,
KOD,1889,0,3755,0,0,0,3755,
KOD,1890,0,3593,0,0,0,3593,
KOD,1891,0,3846,0,0,0,3846,
KOD,1892,0,3126,0,0,0,3126,
KOD,1893,0,3245,0,0,0,3245,
KOD,1894,0,3830,0,0,0,3830,
KOD,1895,0,2247,8,0,0,2255,
KOD,1896,0,3329,0,0,0,3329,
KOD,1897,0,2786,2,0,0,2787,
KOD,1898,0,2033,19,0,0,2052,
KOD,1899,1,1935,32,0,0,1968,
KOD,1900,5,3450,32,0,0,3488,
KOD,1901,4,4826,0,2,0,4832,
KOD,1902,3,3868,35,0,0,3906,
KOD,1903,1,1826,120,10,0,1957,
KOD,1904,3,2875,103,5,0,2987,
KOD,1905,2,2142,87,0,0,2232,
KOD,1906,4,3980,24,0,0,4008,
KOD,1907,4,4232,38,0,0,4275,
KOD,1908,3,2488,74,286,0,2851,
KOD,1909,4,1915,52,154,0,2124,
KOD,1910,2,1955,44,215,0,2216,
KOD,1911,1,2686,22,230,6,2945,
KOD,1912,1,2246,17,547,25,2836,
KOD,1913,1,1663,28,590,4,2286,
KOD,1914,1,1255,32,1726,13,3028,
KOD,1915,1,1664,52,252,20,1990,
KOD,1916,1,3373,50,3182,29,6635,
